-0.205872,0.003207,0.002284,0.011589,-0.000446,0.001091,0.426913,0.004484,-0.001136,0.258849,0.00631,0.001913,-0.29892,1.07E-01,,,,,
,9.30E+00,2.48E+01,1.07E-01,,,,,,,,,,1.34E-01,,,,,
,1.15E+01,1.77E+01,1.34E-01,9.30E+00,2.48E+01,1.07E-01,,,,,,,7.95E-02,,,,,
,1.25E+01,1.49E+01,7.95E-02,1.15E+01,1.77E+01,1.34E-01,9.30E+00,2.48E+01,1.07E-01,,,,8.52E-02,,,,,
,2.49E+01,1.50E+01,8.52E-02,1.25E+01,1.49E+01,7.95E-02,1.15E+01,1.77E+01,1.34E-01,9.30E+00,2.48E+01,1.07E-01,8.51E-02,0.094135692,,,,
,1.33E+01,1.64E+01,8.51E-02,2.49E+01,1.50E+01,8.52E-02,1.25E+01,1.49E+01,7.95E-02,1.15E+01,1.77E+01,1.34E-01,4.91E-02,0.042929427,,,,
,1.66E+01,1.40E+01,4.91E-02,1.33E+01,1.64E+01,8.51E-02,2.49E+01,1.50E+01,8.52E-02,1.25E+01,1.49E+01,7.95E-02,1.41E-01,0.128480211,,,,
,1.25E+01,1.36E+01,1.41E-01,1.66E+01,1.40E+01,4.91E-02,1.33E+01,1.64E+01,8.51E-02,2.49E+01,1.50E+01,8.52E-02,1.10E-01,0.119124643,,,,
,1.15E+01,1.43E+01,1.10E-01,1.25E+01,1.36E+01,1.41E-01,1.66E+01,1.40E+01,4.91E-02,1.33E+01,1.64E+01,8.51E-02,5.81E-02,0.095499817,,,,
,1.18E+01,1.42E+01,5.81E-02,1.15E+01,1.43E+01,1.10E-01,1.25E+01,1.36E+01,1.41E-01,1.66E+01,1.40E+01,4.91E-02,2.08E-01,0.116458588,,,,
,9.86E+00,2.05E+01,2.08E-01,1.18E+01,1.42E+01,5.81E-02,1.15E+01,1.43E+01,1.10E-01,1.25E+01,1.36E+01,1.41E-01,6.48E-02,0.036553247,,,,
,1.13E+01,1.77E+01,6.48E-02,9.86E+00,2.05E+01,2.08E-01,1.18E+01,1.42E+01,5.81E-02,1.15E+01,1.43E+01,1.10E-01,8.87E-02,0.097169538,,,,
,8.56E+00,2.07E+01,8.87E-02,1.13E+01,1.77E+01,6.48E-02,9.86E+00,2.05E+01,2.08E-01,1.18E+01,1.42E+01,5.81E-02,1.92E-02,0.070841707,,,,
,8.65E+00,3.27E+01,1.92E-02,8.56E+00,2.07E+01,8.87E-02,1.13E+01,1.77E+01,6.48E-02,9.86E+00,2.05E+01,2.08E-01,3.25E-02,0.040004137,,,,
,8.75E+00,3.27E+01,3.25E-02,8.65E+00,3.27E+01,1.92E-02,8.56E+00,2.07E+01,8.87E-02,1.13E+01,1.77E+01,6.48E-02,4.43E-02,0.060888052,,,,
,8.38E+00,3.81E+01,4.43E-02,8.75E+00,3.27E+01,3.25E-02,8.65E+00,3.27E+01,1.92E-02,8.56E+00,2.07E+01,8.87E-02,5.14E-02,0.027892122,,,,
,9.07E+00,2.78E+01,5.14E-02,8.38E+00,3.81E+01,4.43E-02,8.75E+00,3.27E+01,3.25E-02,8.65E+00,3.27E+01,1.92E-02,5.62E-02,0.065945959,,,,
,1.25E+01,1.54E+01,5.62E-02,9.07E+00,2.78E+01,5.14E-02,8.38E+00,3.81E+01,4.43E-02,8.75E+00,3.27E+01,3.25E-02,4.17E-02,0.032082341,,,,
,1.44E+01,1.51E+01,4.17E-02,1.25E+01,1.54E+01,5.62E-02,9.07E+00,2.78E+01,5.14E-02,8.38E+00,3.81E+01,4.43E-02,5.15E-02,0.045414235,,,,
,1.66E+01,1.32E+01,5.15E-02,1.44E+01,1.51E+01,4.17E-02,1.25E+01,1.54E+01,5.62E-02,9.07E+00,2.78E+01,5.14E-02,5.00E-02,0.054115331,,,,
,1.15E+01,1.57E+01,5.00E-02,1.66E+01,1.32E+01,5.15E-02,1.44E+01,1.51E+01,4.17E-02,1.25E+01,1.54E+01,5.62E-02,4.84E-02,0.046176269,,,,
,1.10E+01,1.54E+01,4.84E-02,1.15E+01,1.57E+01,5.00E-02,1.66E+01,1.32E+01,5.15E-02,1.44E+01,1.51E+01,4.17E-02,5.28E-02,0.078540117,,,,
,1.25E+01,1.40E+01,5.28E-02,1.10E+01,1.54E+01,4.84E-02,1.15E+01,1.57E+01,5.00E-02,1.66E+01,1.32E+01,5.15E-02,2.63E-02,0.060637858,,,,
,8.30E+00,2.45E+01,2.63E-02,1.25E+01,1.40E+01,5.28E-02,1.10E+01,1.54E+01,4.84E-02,1.15E+01,1.57E+01,5.00E-02,4.82E-02,0.041259889,,,,
,9.30E+00,1.89E+01,4.82E-02,8.30E+00,2.45E+01,2.63E-02,1.25E+01,1.40E+01,5.28E-02,1.10E+01,1.54E+01,4.84E-02,6.71E-02,0.040150501,,,,
,8.85E+00,2.21E+01,6.71E-02,9.30E+00,1.89E+01,4.82E-02,8.30E+00,2.45E+01,2.63E-02,1.25E+01,1.40E+01,5.28E-02,6.19E-02,0.016880231,2.02E-02,-0.07124805,0.11167738,
,8.22E+00,2.81E+01,6.19E-02,8.85E+00,2.21E+01,6.71E-02,9.30E+00,1.89E+01,4.82E-02,8.30E+00,2.45E+01,2.63E-02,4.18E-02,0.058284387,5.65E-02,-0.03632659,0.14926035,
,9.71E+00,1.97E+01,4.18E-02,8.22E+00,2.81E+01,6.19E-02,8.85E+00,2.21E+01,6.71E-02,9.30E+00,1.89E+01,4.82E-02,4.00E-02,0.036541409,1.62E-02,-0.07967862,0.11213501,
,1.25E+01,1.38E+01,4.00E-02,9.71E+00,1.97E+01,4.18E-02,8.22E+00,2.81E+01,6.19E-02,8.85E+00,2.21E+01,6.71E-02,6.48E-02,0.000228165,4.46E-02,-0.05317362,0.14232463,
,8.75E+00,2.26E+01,6.48E-02,1.25E+01,1.38E+01,4.00E-02,9.71E+00,1.97E+01,4.18E-02,8.22E+00,2.81E+01,6.19E-02,,,,,,
,,,,8.75E+00,2.26E+01,6.48E-02,1.25E+01,1.38E+01,4.00E-02,9.71E+00,1.97E+01,4.18E-02,,,,,,
,,,,,,,8.75E+00,2.26E+01,6.48E-02,1.25E+01,1.38E+01,4.00E-02,,,,,,
,,,,,,,,,,8.75E+00,2.26E+01,6.48E-02,,,,,,
